system_id,formula_id,state_id,sign,absolute_time,time_hartree_inverse,echo_real,echo_imaginary,echo_overlap_magnitude,echo_principal_phase_radians,echo_unwrapped_phase_radians,echo_unwrap_integer,proxy_imag_hartree,proxy_arg_hartree,direct_shift_hartree,unitarity_residual_frobenius
two_level_commuting,current_m3,complex_q001,-1,0.08,-0.08,0.9999999999999989,6.938893903907228e-18,0.9999999999999989,6.938893903907236e-18,6.938893903907236e-18,0,-8.673617379884035e-17,-8.673617379884045e-17,1.1102230246251565e-15,2.6691571797624175e-15
two_level_commuting,current_m3,exact_ground,-1,0.12,-0.12,0.9999999999999988,-2.465190328815662e-32,0.9999999999999988,-2.465190328815665e-32,-2.465190328815665e-32,0,2.0543252740130517e-31,2.0543252740130543e-31,2.220446049250313e-16,3.1401849173675502e-15
two_level_commuting,current_m3,real_q001,-1,0.12,-0.12,0.9999999999999987,7.811111357430993e-18,0.9999999999999987,7.811111357431003e-18,7.811111357431003e-18,0,-6.509259464525828e-17,-6.509259464525836e-17,2.220446049250313e-16,3.1401849173675502e-15
two_level_commuting,current_m3,complex_q001,-1,0.12,-0.12,0.9999999999999987,-1.3877787807814457e-17,0.9999999999999987,-1.3877787807814475e-17,-1.3877787807814475e-17,0,1.1564823173178715e-16,1.156482317317873e-16,2.220446049250313e-16,3.1401849173675502e-15
two_level_commuting,current_m3,exact_ground,-1,0.18,-0.18,0.9999999999999993,3.925231146709437e-17,0.9999999999999993,3.92523114670944e-17,3.92523114670944e-17,0,-2.1806839703941319e-16,-2.1806839703941333e-16,-2.220446049250313e-16,1.2560739669470201e-15
two_level_commuting,current_m3,real_q001,-1,0.18,-0.18,0.9999999999999992,4.62783765951835e-17,0.9999999999999992,4.6278376595183536e-17,4.6278376595183536e-17,0,-2.571020921954639e-16,-2.571020921954641e-16,-2.220446049250313e-16,1.2560739669470201e-15
two_level_commuting,current_m3,complex_q001,-1,0.18,-0.18,0.9999999999999993,6.938893903907228e-18,0.9999999999999993,6.938893903907233e-18,6.938893903907233e-18,0,-3.854941057726238e-17,-3.854941057726241e-17,-2.220446049250313e-16,1.2560739669470201e-15
two_level_commuting,current_m3,exact_ground,-1,0.27,-0.27,0.9999999999999988,-2.465190328815662e-32,0.9999999999999988,-2.465190328815665e-32,-2.465190328815665e-32,0,9.130334551169117e-32,9.13033455116913e-32,-2.220446049250313e-16,3.2971941632359274e-15
two_level_commuting,current_m3,real_q001,-1,0.27,-0.27,0.9999999999999987,1.5622222714861985e-17,0.9999999999999987,1.5622222714862007e-17,1.5622222714862007e-17,0,-5.786008412911846e-17,-5.786008412911854e-17,-2.220446049250313e-16,3.2971941632359274e-15
two_level_commuting,current_m3,complex_q001,-1,0.27,-0.27,0.9999999999999987,-1.3877787807814457e-17,0.9999999999999987,-1.3877787807814475e-17,-1.3877787807814475e-17,0,5.13992141030165e-17,5.1399214103016575e-17,-2.220446049250313e-16,3.2971941632359274e-15
