system_id,formula_id,sign,absolute_time,time_hartree_inverse,selected_eigenbranch_id,principal_phase_radians,unwrapped_phase_radians,unwrap_integer,direct_shift_hartree,ground_state_overlap_probability,previous_branch_overlap_probability,degenerate_subspace_projector_overlap_probability,eigenpair_residual_2_norm
two_level_noncommuting,yoshida4,1,0.05,0.05,1,-0.07071078498967769,-0.07071078498967769,0,-2.137420458403483e-06,0.9999999999996871,0.9999999999996871,0.9999999999996871,5.594315114139762e-17
two_level_noncommuting,yoshida4,1,0.08,0.08,1,-0.11313820054209894,-0.11313820054209894,0,-1.3944403141508133e-05,0.9999999999864788,0.9999999999902784,0.9999999999902784,1.576213700060856e-16
two_level_noncommuting,yoshida4,1,0.12,0.12,1,-0.169714020043661,-0.169714020043661,0,-6.99379907467268e-05,0.9999999996488269,0.9999999997731208,0.9999999997731208,5.551115123125783e-17
two_level_noncommuting,yoshida4,1,0.18,0.18,1,-0.25462084080959985,-0.25462084080959985,0,-0.0003466643469041131,0.9999999907384729,0.999999993994181,0.999999993994181,1.4686870114880517e-16
two_level_noncommuting,yoshida4,1,0.27,0.27,1,-0.3822892606416017,-0.3822892606416017,0,-0.001672588151355514,0.9999997484068751,0.9999998356883152,0.9999998356883152,2.7511642410880956e-16
two_level_noncommuting,yoshida4,1,0.4,0.4,1,-0.5685841928377906,-0.5685841928377906,0,-0.007246919721381362,0.9999935440036917,0.9999958413535089,0.9999958413535089,1.5515838457795457e-16
H2_stored,yoshida4,-1,0.05,-0.05,1,0.03867710734100521,0.03867710734100521,0,-6.262292462366759e-09,1.0,0.9999999999999998,0.9999999999999998,1.1464934308770758e-16
H2_stored,yoshida4,-1,0.08,-0.08,1,0.0618833745267971,0.0618833745267971,0,-4.1027151898020975e-08,1.0,1.0000000000000004,1.0000000000000004,2.3078994784101733e-16
H2_stored,yoshida4,-1,0.12,-0.12,1,0.09282508177421266,0.09282508177421266,0,-2.0756062701909883e-07,0.9999999999999911,0.9999999999999947,0.9999999999999947,1.0007415106216802e-16
H2_stored,yoshida4,-1,0.18,-0.18,1,0.13923777415445251,0.13923777415445251,0,-1.0491891466735126e-06,0.9999999999997757,0.9999999999998552,0.9999999999998552,2.2982303784612184e-16
H2_stored,yoshida4,-1,0.27,-0.27,1,0.20885780718585967,0.20885780718585967,0,-5.2934638906654286e-06,0.9999999999941787,0.9999999999962399,0.9999999999962399,1.2794688166302258e-16
H2_stored,yoshida4,-1,0.4,-0.4,1,0.309426981183691,0.309426981183691,0,-2.5312401415678032e-05,0.9999999998613691,0.9999999999123625,0.9999999999123625,1.6883057536160649e-16
H2_stored,yoshida4,1,0.05,0.05,1,-0.03867710734100521,-0.03867710734100521,0,-6.262292462366759e-09,1.0,1.0,1.0,1.1464934308770758e-16
H2_stored,yoshida4,1,0.08,0.08,1,-0.0618833745267971,-0.0618833745267971,0,-4.1027151898020975e-08,1.0,1.0000000000000004,1.0000000000000004,2.3078994784101733e-16
H2_stored,yoshida4,1,0.12,0.12,1,-0.09282508177421266,-0.09282508177421266,0,-2.0756062701909883e-07,0.9999999999999913,0.9999999999999947,0.9999999999999947,1.0007415106216802e-16
H2_stored,yoshida4,1,0.18,0.18,1,-0.13923777415445251,-0.13923777415445251,0,-1.0491891466735126e-06,0.9999999999997757,0.9999999999998552,0.9999999999998552,2.2982303784612184e-16
H2_stored,yoshida4,1,0.27,0.27,1,-0.20885780718585967,-0.20885780718585967,0,-5.2934638906654286e-06,0.9999999999941787,0.9999999999962399,0.9999999999962399,1.2794688166302258e-16
