dataset,condition,formula,target_name,target_error_hartree,source_status,analysis_status,model_name,formal_order,rotations,alpha,source_analytic_time_ca_div_10,target_analytic_time,saved_direct_point_count,model_time,model_relative_to_target_t_ana,model_signed_shift_hartree,model_absolute_error_hartree,model_cost,model_optimum_at_search_boundary,model_status,nearest_direct_time,nearest_direct_time_relative_mismatch,model_time_direct_point_covered,nearest_direct_error_hartree,nearest_direct_cost,direct_grid_status,direct_grid_minimum_time,direct_grid_minimum_cost,direct_grid_minimum_error_hartree,direct_grid_minimum_bracketed,direct_grid_minimum_lower_gap_fraction,direct_grid_minimum_upper_gap_fraction,feasible_saved_point_count,local_unseen_point_count,local_unseen_coverage,full_existing_curve_coverage,check_eta_star,check_eta_min,check_eta_t,check_maximum_local_unseen_residual_over_target_error,fixed_model_passed,maximum_local_unseen_residual_over_target_error,eta_star,eta_min,eta_t
nh3,active_equilibrium,current_m3,CA,0.0015936001019904,complete,insufficient_existing_curve,two_term,4,53256,5.2585718930575064e-05,0.8823388098688723,1.5690449382680633,97,1.6537733649345387,1.054,-0.00034009448690527363,0.00034009448690527363,30828153.531267904,False,complete,1.0298592413378738,0.3772670045519577,False,5.588583962066152e-05,40354900.14895633,complete,1.0298592413378738,40354900.14895633,5.588583962066152e-05,False,0.0006404256367311677,,97,0,False,False,False,False,False,False,False,,,,
nh3,active_equilibrium,current_m3,CA_div_10,0.00015936001019904,complete,validated_existing_curve,two_term,4,53256,5.2585718930575064e-05,0.8823388098688723,0.8823388098688723,97,0.8949562548499971,1.0143,-3.2408035972924996e-05,3.2408035972924996e-05,562481862.9976848,False,complete,0.8949562548499971,0.0,True,3.236003995448085e-05,562269289.0118884,complete,0.895529775076412,562268423.2711293,3.244117857103845e-05,True,0.0006404256367310006,0.00497561456229361,97,89,True,True,True,True,True,True,True,0.0011139719353311407,0.0003780643722690623,1.5397285768603552e-06,0.0006404256367309458
nh3,active_equilibrium,current_m3,CA_div_100,1.5936001019904e-05,complete,insufficient_existing_curve,two_term,4,53256,5.2585718930575064e-05,0.8823388098688723,0.4961755756085371,97,0.4982843218048734,1.00425,-3.203234398908623e-06,3.203234398908623e-06,10072790201.114641,False,complete,0.4411694049344361,0.11462314660745698,False,1.9736536475313988e-06,10374948861.934633,complete,0.4411694049344361,10374948861.934633,1.9736536475313988e-06,False,0.2,,5,0,False,False,False,False,False,False,False,,,,
nh3,active_equilibrium,morales_y8m10b,CA,0.0015936001019904,short_time_fit_failed,short_time_fit_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh3,active_equilibrium,morales_y8m10b,CA_div_10,0.00015936001019904,short_time_fit_failed,short_time_fit_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh3,active_equilibrium,morales_y8m10b,CA_div_100,1.5936001019904e-05,short_time_fit_failed,short_time_fit_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh3,active_equilibrium,yoshida4,CA,0.0015936001019904,complete,insufficient_existing_curve,two_term,4,22884,0.01924936184239475,0.2017196714172808,0.35871393828116743,74,0.3623010776639791,1.01,-0.000322435195235139,0.000322435195235139,59626822.233556814,False,complete,0.23268515387736902,0.35775748894355786,False,5.5787437150199916e-05,76743407.27260794,complete,0.23268515387736902,76743407.27260794,5.5787437150199916e-05,False,0.0025920941129554025,,74,0,False,False,False,False,False,False,False,,,,
nh3,active_equilibrium,yoshida4,CA_div_10,0.00015936001019904,complete,validated_existing_curve,two_term,4,22884,0.01924936184239475,0.2017196714172808,0.2017196714172808,74,0.2023349164151035,1.00305,-3.198621903804046e-05,3.198621903804046e-05,1065521642.6923996,False,complete,0.2023349164151035,0.0,True,3.198683630041497e-05,1065526806.3104452,complete,0.2023349164151035,1065526806.3104452,3.198683630041497e-05,True,0.0025920941129553726,0.0069288669557848615,74,67,True,True,True,True,True,True,True,1.3338261193954427e-05,4.846070521161555e-06,0.0,0.0
nh3,active_equilibrium,yoshida4,CA_div_100,1.5936001019904e-05,complete,insufficient_existing_curve,two_term,4,22884,0.01924936184239475,0.2017196714172808,0.11343530734175547,74,0.11353739911836304,1.0009,-3.1904074250023697e-06,3.1904074250023697e-06,18976415343.634815,False,complete,0.1008598357086404,0.11165980115949492,False,1.9879963147581633e-06,19520136197.5085,complete,0.1008598357086404,19520136197.5085,1.9879963147581633e-06,False,0.19999999999999993,,5,0,False,False,False,False,False,False,False,,,,
nh3,active_equilibrium,yoshida6_m3,CA,0.0015936001019904,complete,insufficient_existing_curve,three_term,6,53256,0.00118229278286336,0.5177173407119202,0.7599051335322019,97,0.7773069610900892,1.0229,0.0002347181986376425,0.0002347181986376425,60502806.1543731,False,complete,0.6016263787078046,0.22601184754078574,False,5.2645679915408854e-05,68933943.93349323,complete,0.6016263787078046,68933943.93349323,5.2645679915408854e-05,False,0.00024740227610071274,,97,0,False,False,False,False,False,False,False,,,,
nh3,active_equilibrium,yoshida6_m3,CA_div_10,0.00015936001019904,complete,validated_existing_curve,three_term,6,53256,0.00118229278286336,0.5177173407119202,0.5177173407119202,97,0.5230239434542174,1.01025,2.3086578988484248e-05,2.3086578988484248e-05,896637767.7300167,False,complete,0.5230239434542174,0.0,True,2.3085189255695754e-05,896628623.8038198,complete,0.5230239434542174,896628623.8038198,2.3085189255695754e-05,True,0.00024746349913393634,0.00024746349913372406,97,89,True,True,True,True,True,True,True,4.09929341577429e-05,1.0198119883950372e-05,0.0,0.0
nh3,active_equilibrium,yoshida6_m3,CA_div_100,1.5936001019904e-05,complete,insufficient_existing_curve,three_term,6,53256,0.00118229278286336,0.5177173407119202,0.35271671824080963,97,0.3543215793088053,1.00455,2.2908294553048725e-06,2.2908294553048725e-06,13218226407.827946,False,complete,0.44005973960513217,0.2419783758685572,False,8.30666786403941e-06,19034942645.646282,complete,0.2588586703559601,15841889394.983103,3.5195948145716587e-07,False,0.19999999999999996,0.7,27,0,False,False,False,False,False,False,False,,,,
nh3,active_stretch150,current_m3,CA,0.0015936001019904,complete,insufficient_existing_curve,two_term,4,53032,9.831416950828227e-06,1.341832502643028,2.386153111171095,65,4.295075600107971,1.8,-0.0007214042476779208,0.0007214042476779208,16987693.68935348,True,complete,1.5908665513898042,0.6296068568968116,False,5.597758002955298e-05,26015715.207442794,complete,1.5908665513898042,26015715.207442794,5.597758002955298e-05,False,0.00029099374363459804,,65,0,False,False,False,False,False,False,False,,,,
nh3,active_stretch150,current_m3,CA_div_10,0.00015936001019904,complete,validated_existing_curve,two_term,4,53032,9.831416950828227e-06,1.341832502643028,1.341832502643028,65,1.3829596688490369,1.03065,-3.304057459026391e-05,3.304057459026391e-05,364283550.23368454,False,complete,1.3829596688490369,0.0,True,3.300176745215257e-05,364171671.4853078,complete,1.3833622185998298,364171347.6487074,3.303842457983942e-05,True,0.0002909937436345073,0.009706096318929233,65,57,True,True,True,True,True,True,True,0.001386063263167899,0.000307214308901127,8.892423923878567e-07,0.0002909937436345045
nh3,active_stretch150,current_m3,CA_div_100,1.5936001019904e-05,complete,insufficient_existing_curve,two_term,4,53032,9.831416950828227e-06,1.341832502643028,0.7545678677197629,65,0.7612080649556968,1.0088,-3.2197804280254464e-06,3.2197804280254464e-06,6574425644.584673,False,complete,0.670916251321514,0.11861647004414999,False,1.9540121190293267e-06,6783939829.651763,complete,0.670916251321514,6783939829.651763,1.9540121190293267e-06,False,0.19999999999999996,0.7000000000000001,6,0,False,False,False,False,False,False,False,,,,
nh3,active_stretch150,morales_y8m10b,CA,0.0015936001019904,complete,insufficient_existing_curve,three_term,8,158886,1.5777177559298548e-10,4.278223222592864,5.7051023589064265,125,5.135162633251674,0.9001,0.00011954887697927615,0.00011954887697927615,25188372.033489287,False,complete,5.135162633251674,0.0,True,5.538669467596606e-07,23306888.296926107,complete,5.905437028239425,20651732.703634713,3.0242464714000906e-05,False,0.04347826086956504,,125,57,True,False,False,False,False,False,False,0.38290637535701083,0.08072650937325358,0.12856817543566623,0.13043478260869557
nh3,active_stretch150,morales_y8m10b,CA_div_10,0.00015936001019904,complete,validated_existing_curve,three_term,8,158886,1.5777177559298548e-10,4.278223222592864,4.278223222592864,125,4.261538152024752,0.9961000000000001,1.0103481407131184e-05,1.0103481407131184e-05,299755499.5113151,False,complete,4.261538152024752,0.0,True,7.1026720250891064e-06,293847678.410275,complete,5.340569138581742,231162400.44854605,4.919175447417377e-06,True,0.00961538461538464,0.009615384615384475,122,89,True,True,False,False,False,False,False,1.6586868162454314,0.020105046032698366,0.27117419545780286,0.20204419389719597
nh3,active_stretch150,morales_y8m10b,CA_div_100,1.5936001019904e-05,complete,validated_existing_curve,three_term,8,158886,1.5777177559298548e-10,4.278223222592864,3.208214820854027,125,3.638115606848467,1.1340000000000001,3.69641471289958e-07,3.69641471289958e-07,3366691518.729621,False,complete,3.638115606848467,0.0,True,2.9786325495460677e-06,4044581335.3000264,complete,5.135162633251674,2413771098.0444665,5.538669467596606e-07,True,0.010000000000000028,0.020000000000000056,99,49,True,True,False,False,False,False,False,2.0341032306895577,0.16760444663430651,0.6756275433808832,0.2915286492991267
nh3,active_stretch150,yoshida4,CA,0.0015936001019904,complete,insufficient_existing_curve,two_term,4,22788,0.003597406254272253,0.30679972414953277,0.5455756324607355,96,0.5649162886314686,1.03545,-0.0003323506878495564,0.0003323506878495564,38379771.262816206,False,complete,0.3563478795996823,0.36920232825477783,False,5.592336342066005e-05,49905479.57182709,complete,0.3563478795996823,49905479.57182709,5.592336342066005e-05,False,0.0002475247524752806,,96,0,False,False,False,False,False,False,False,,,,
nh3,active_stretch150,yoshida4,CA_div_10,0.00015936001019904,complete,validated_existing_curve,two_term,4,22788,0.003597406254272253,0.30679972414953277,0.30679972414953277,96,0.3098677213910281,1.01,-3.2243924574385215e-05,3.2243924574385215e-05,694241557.9493296,False,complete,0.3098677213910281,0.0,True,3.225930718567925e-05,694325579.8923788,complete,0.3097910214599907,694325475.1855178,3.222781965442487e-05,True,0.00812082198564012,0.0002475860361475242,96,88,True,True,True,True,True,True,True,0.00032846678332783876,0.00012101231105761063,1.5080371484899047e-07,0.00024758603614749575
nh3,active_stretch150,yoshida4,CA_div_100,1.5936001019904e-05,complete,insufficient_existing_curve,two_term,4,22788,0.003597406254272253,0.30679972414953277,0.17252616344628183,96,0.17305236824479298,1.00305,-3.198713892756305e-06,3.198713892756305e-06,12406034109.351856,False,complete,0.15339986207476639,0.11356392500926038,False,1.978717750421763e-06,12772078963.620832,complete,0.15339986207476639,12772078963.620832,1.978717750421763e-06,False,0.19999999999999993,,5,0,False,False,False,False,False,False,False,,,,
nh3,active_stretch150,yoshida6_m3,CA,0.0015936001019904,complete,insufficient_existing_curve,three_term,6,53032,0.00012836792956089354,0.7495560755821787,1.1001978587811947,97,1.1296831613965306,1.0268,0.00023590093316287094,0.00023590093316287094,41491491.28910919,False,complete,0.8726350570829615,0.22753999802546632,False,5.26561874855226e-05,47325996.11407449,complete,0.8726350570829615,47325996.11407449,5.26561874855226e-05,False,0.0003457302316393087,,97,0,False,False,False,False,False,False,False,,,,
nh3,active_stretch150,yoshida6_m3,CA_div_10,0.00015936001019904,complete,validated_existing_curve,three_term,6,53032,0.00012836792956089354,0.7495560755821787,0.7495560755821787,97,0.7585507484891649,1.012,2.3131845569648774e-05,2.3131845569648774e-05,615839732.8067276,False,complete,0.7585507484891649,0.0,True,2.313096645034143e-05,615835758.6424493,complete,0.7585507484891649,615835758.6424493,2.313096645034143e-05,True,0.0019762845849802713,0.0002193675889327734,97,89,True,True,True,True,True,True,True,3.3479474495026335e-05,6.4532859981185346e-06,0.0,0.0
nh3,active_stretch150,yoshida6_m3,CA_div_100,1.5936001019904e-05,complete,insufficient_existing_curve,three_term,6,53032,0.00012836792956089354,0.7495560755821787,0.5106666096083482,97,0.5134752759611941,1.0055,2.2935857132827084e-06,2.2935857132827084e-06,9084655201.105421,False,complete,0.6371226642448519,0.2408049502523708,False,8.255682170816303e-06,13005197367.21356,complete,0.37477803779108937,10895229311.836885,3.5093150476323045e-07,False,0.1999999999999999,0.6999999999999998,28,0,False,False,False,False,False,False,False,,,,
nh3,full_equilibrium,current_m3,CA,0.0015936001019904,complete,insufficient_existing_curve,two_term,4,85900,0.003706905126872316,0.30450853395090083,0.5415012561060252,49,0.40152318140261767,0.7415,0.00019600596558175303,0.00019600596558175303,183688816.58801752,False,complete,0.3800205602000452,0.053552627092310345,False,0.00021236951318175603,196381751.1567093,complete,0.35688887392699903,185028199.38267952,3.25980338702033e-05,True,0.00925925925925926,0.00925925925925926,49,9,True,False,False,False,False,False,False,0.21584503228999086,,,
nh3,full_equilibrium,current_m3,CA_div_10,0.00015936001019904,complete,validated_existing_curve,two_term,4,85900,0.003706905126872316,0.30450853395090083,0.30450853395090083,49,0.2912471872973391,0.95645,1.3996126252393671e-05,1.3996126252393671e-05,2434759963.4805202,False,complete,0.2912471872973391,0.0,True,1.9854256726844607e-05,2537000488.943014,complete,0.3469752940956935,1876615025.2337036,1.0528099859605534e-06,True,0.009523809523809525,0.009249995611956295,47,28,True,True,False,False,False,False,False,0.3935290648855899,0.04029976576988764,0.35190247058107693,0.16061116669299502
nh3,full_equilibrium,current_m3,CA_div_100,1.5936001019904e-05,complete,insufficient_existing_curve,two_term,4,85900,0.003706905126872316,0.30450853395090083,0.17123773251372,49,0.24139383152459107,1.4097,6.34284658086051e-10,6.34284658086051e-10,26797000170.038986,False,complete,0.23981569591303198,0.006537597094308234,False,1.2496267521830782e-05,124960285802.19908,complete,0.3469752940956935,19960885393.797863,1.0528099859605534e-06,True,0.009523809523809525,0.009249995611956295,22,11,True,False,False,False,False,False,False,1.618763394874974,,,
nh3,full_equilibrium,morales_y8m10b,CA,0.0015936001019904,complete,insufficient_existing_curve,three_term,8,257428,0.001951924425949256,0.5555321914432513,0.7408140835462345,94,0.5066797924414471,0.6839500000000001,0.00011684650281592361,0.00011684650281592361,412852963.8060206,False,complete,0.5066797924414471,0.0,True,2.9200381425518586e-06,383283926.219313,complete,1.0423589391097585,206598865.71765247,0.00015912900982374331,False,0.045454545454545414,0.045454545454545414,94,46,True,False,False,False,False,False,False,0.49483444949660765,0.07714656306716172,0.8552082795223401,0.5139104454035918
nh3,full_equilibrium,morales_y8m10b,CA_div_10,0.00015936001019904,complete,validated_existing_curve,three_term,8,257428,0.001951924425949256,0.5555321914432513,0.5555321914432513,94,0.4224266783734483,0.7604000000000001,1.120986939963679e-05,1.120986939963679e-05,4936096276.132268,False,complete,0.4224266783734483,0.0,True,4.955690058245952e-06,4736158662.151308,complete,0.5555321914432513,3514468490.739682,1.1375457999703067e-06,True,0.010000000000000033,0.0032681818809164294,84,29,True,True,False,False,False,False,False,0.7562159191573211,0.04221514274400218,0.347617335204647,0.23959999999999992
nh3,full_equilibrium,morales_y8m10b,CA_div_100,1.5936001019904e-05,complete,validated_existing_curve,three_term,8,257428,0.001951924425949256,0.5555321914432513,0.4165903734610634,94,0.35501831626351826,0.8522000000000001,1.0163454601763049e-06,1.0163454601763049e-06,58321337029.16994,False,complete,0.35501831626351826,0.0,True,8.688951157625674e-06,120067375938.33185,complete,0.5555321914432513,37576075164.161835,1.1375457999703067e-06,True,0.020000000000000066,0.0032681818809164294,65,27,True,True,False,False,False,False,False,7.562159191573211,0.5142615837700615,2.195314449787083,0.36094015480688113
nh3,full_equilibrium,yoshida4,CA,0.0015936001019904,complete,insufficient_existing_curve,two_term,4,36892,1.3518171800722216,0.06968235917047359,0.1239147045557901,65,0.13504224502490006,1.0898,-0.00035721145351589006,0.00035721145351589006,265148263.76264864,False,complete,0.08169333321479019,0.39505350196357447,False,5.6078521509314886e-05,352456569.2027021,complete,0.08169333321479019,352456569.2027021,5.6078521509314886e-05,False,0.000343322379714517,,65,0,False,False,False,False,False,False,False,,,,
nh3,full_equilibrium,yoshida4,CA_div_10,0.00015936001019904,complete,validated_existing_curve,two_term,4,36892,1.3518171800722216,0.06968235917047359,0.06968235917047359,65,0.0710376810563393,1.01945,-3.268536824142226e-05,3.268536824142226e-05,4919658811.743139,False,complete,0.0710376810563393,0.0,True,3.2704255012779784e-05,4920392426.026974,complete,0.07101329223062965,4920391551.071749,3.2660733793481465e-05,True,0.00965999411245233,0.0003434402904521889,65,57,True,True,True,True,True,True,True,0.0003914195719613725,0.00014909670211544945,1.7782227601514933e-07,0.00034344029045207947
nh3,full_equilibrium,yoshida4,CA_div_100,1.5936001019904e-05,complete,insufficient_existing_curve,two_term,4,36892,1.3518171800722216,0.06968235917047359,0.03918527019831399,65,0.03935180759665683,1.00425,-3.2110816967988373e-06,3.2110816967988373e-06,88408438972.14893,False,complete,0.034841179585236796,0.11462314660745698,False,1.980996966109828e-06,91052238844.58841,complete,0.034841179585236796,91052238844.58841,1.980996966109828e-06,False,0.19999999999999996,,5,0,False,False,False,False,False,False,False,,,,
nh3,full_equilibrium,yoshida6_m3,CA,0.0015936001019904,complete,insufficient_existing_curve,three_term,6,85900,15.404697064197977,0.10672627646996435,0.15665275043864418,65,0.18074594345610764,1.1538,0.0002622511540365675,0.0002622511540365675,428364972.6351114,False,complete,0.1338304816422765,0.2595657801040724,False,5.7097387265179146e-05,501286532.4420784,complete,0.1338304816422765,501286532.4420784,5.7097387265179146e-05,False,0.01870873074101266,,65,0,False,False,False,False,False,False,False,,,,
nh3,full_equilibrium,yoshida6_m3,CA_div_10,0.00015936001019904,complete,validated_existing_curve,three_term,6,85900,15.404697064197977,0.10672627646996435,0.10672627646996435,65,0.11419711582286186,1.07,2.5073396382110496e-05,2.5073396382110496e-05,6721814940.704565,False,complete,0.11419711582286186,0.0,True,2.4990266765494975e-05,6717656401.105524,complete,0.11419711582286186,6717656401.105524,2.4990266765494975e-05,True,0.0013158878504673248,0.00887476635514017,65,55,True,True,True,True,True,True,True,0.0031880004840218732,0.0006190461897331656,0.0,0.0
nh3,full_equilibrium,yoshida6_m3,CA_div_100,1.5936001019904e-05,complete,insufficient_existing_curve,three_term,6,85900,15.404697064197977,0.10672627646996435,0.07271176571907403,65,0.07471861045292048,1.0276,2.372169681354067e-06,2.372169681354067e-06,101709903518.8802,False,complete,0.0907173349994697,0.2141196744635645,False,7.1031503710417304e-06,128642135003.02855,complete,0.05336313823498218,123835600092.91995,3.3733230003773717e-07,False,0.19999999999999996,0.7,16,0,False,False,False,False,False,False,False,,,,
