dataset_id,condition,molecule,analysis_cluster,variation_axis,pf,model,target_error_hartree,beta,rotations_per_pf_step,selected_time,model_signed_shift_hartree,direct_signed_shift_hartree,signed_shift_residual_hartree,frozen_model_cost,stored_direct_required_cost,model_error_hartree,direct_error_hartree,predicted_qpe_allowance_hartree,frozen_qpe_error_hartree,qpe_allowance_reproduction_difference_hartree,actual_total_error_bound_hartree,actual_total_error_over_target,budget_margin_hartree,target_excess_hartree,target_excess_over_epsilon,strict_frozen_budget_pass,tolerance_frozen_budget_pass,pf_error_direction,required_direct_cost,frozen_over_required_cost_ratio,additional_cost_fraction_needed,avoidable_cost_fraction_vs_direct,pf_error_underestimate_hartree,pf_error_overestimate_hartree,model_cost_reproduction_relative_difference,direct_cost_reproduction_relative_difference,stored_eta_star,eta_star_1pct_pass,four_metric_pass,eta_min,eta_t,maximum_unseen_residual_over_epsilon,source
five_condition_holdout,H7,H7,H_chain,chain_length,current_m3,refit_one_term,0.00015936001019904,1.2,27552,1.1800833542184657,-3.187200203980801e-05,-2.9767658884591586e-05,2.104343155216423e-06,219761876.88178393,216193345.27707854,3.187200203980801e-05,2.9767658884591586e-05,0.000127488008159232,0.000127488008159232,0.0,0.0001572556670438236,0.9867950362667015,2.104343155216406e-06,0.0,0.0,True,True,conservative_pf_error,216193345.27707854,1.0165062046666231,0.0,0.016506204666623114,0.0,2.104343155216423e-06,0.0,0.0,0.016506204666623194,False,False,0.001638669427684647,0.024310842373531316,0.028147546449063265,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,H7,H7,H_chain,chain_length,current_m3,two_term,0.00015936001019904,1.2,27552,1.2094870020788393,-3.284492900610913e-05,-3.271096171281467e-05,1.3396729329446058e-07,216068208.85193098,215839655.43243942,3.284492900610913e-05,3.271096171281467e-05,0.00012651508119293088,0.00012651508119293088,0.0,0.00015922604290574555,0.9991593418378479,1.3396729329446058e-07,0.0,0.0,True,True,conservative_pf_error,215839655.43243942,1.0010589037451605,0.0,0.0010589037451604888,0.0,1.3396729329446058e-07,0.0,0.0,0.0010589037451604875,True,True,0.0,0.0,0.002100229960590563,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_sto3g,NH3,NH3,basis,two_term_center,original_one_term,0.00015936001019904,1.2,53256,0.7726693687451571,-3.1872002039808e-05,-3.1245914584320634e-05,6.260874554873681e-07,648764023.3675873,645593544.6263293,3.1872002039808e-05,3.1245914584320634e-05,0.000127488008159232,0.00012748800815923198,2.710505431213761e-20,0.00015873392274355261,0.996071238608071,6.260874554873952e-07,0.0,0.0,True,True,conservative_pf_error,645593544.6263293,1.004910951739911,0.0,0.004910951739911074,0.0,6.260874554873681e-07,0.0,0.0,0.0049109517399110675,True,True,0.00012410810505714132,0.006961201974161058,0.007307800094764829,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_sto3g,NH3,NH3,basis,two_term_center,refit_one_term,0.00015936001019904,1.2,53256,0.7727913689818084,-3.187200203980801e-05,-3.1265449261827345e-05,6.065527779806638e-07,648661603.2739389,645590063.8224859,3.187200203980801e-05,3.1265449261827345e-05,0.000127488008159232,0.00012748800815923203,2.710505431213761e-20,0.0001587534574210594,0.9961938206628939,6.065527779806163e-07,0.0,0.0,True,True,conservative_pf_error,645590063.8224859,1.004757724171383,0.0,0.004757724171382982,0.0,6.065527779806638e-07,0.0,0.0,0.004757724171383055,True,True,0.00011871580231748169,0.006804406618652337,0.007117696019588066,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_sto3g,NH3,NH3,basis,two_term_center,two_term,0.00015936001019904,1.2,53256,0.7780857810200607,-3.2130189693374126e-05,-3.212195336508879e-05,8.236328285334742e-09,645555219.0266299,645513431.1775969,3.2130189693374126e-05,3.212195336508879e-05,0.00012722982050566588,0.00012722982050566588,0.0,0.00015935177387075465,0.9999483162163766,8.23632828535507e-09,0.0,0.0,True,True,conservative_pf_error,645513431.1775969,1.0000647358319978,0.0,6.473583199784194e-05,0.0,8.236328285334742e-09,0.0,0.0,6.473583199774073e-05,True,True,0.0,0.0,0.00011995440247842493,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_sto3g,NH3,NH3,basis,current_m3,original_one_term,0.00015936001019904,1.2,53256,0.882343779206989,-3.1872002039808e-05,-3.061288535151632e-05,1.2591166882916816e-06,568123332.6657892,562567219.7039305,3.1872002039808e-05,3.061288535151632e-05,0.000127488008159232,0.00012748800815923203,2.710505431213761e-20,0.00015810089351074835,0.992098916869301,1.2591166882916613e-06,0.0,0.0,True,True,conservative_pf_error,562567219.7039305,1.009876353913374,0.0,0.009876353913373936,0.0,1.2591166882916816e-06,0.0,0.0,0.00987635391337383,True,True,0.0005293059660782529,0.013962293918119428,0.015490758166967065,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_sto3g,NH3,NH3,basis,current_m3,refit_one_term,0.00015936001019904,1.2,53256,0.8826432278033088,-3.187200203980801e-05,-3.065354903605955e-05,1.2184530037484596e-06,567930589.1776569,562554039.1113174,3.187200203980801e-05,3.065354903605955e-05,0.000127488008159232,0.000127488008159232,0.0,0.00015814155719529155,0.992354085556178,1.2184530037484596e-06,0.0,0.0,True,True,conservative_pf_error,562554039.1113174,1.0095573930547774,0.0,0.00955739305477743,0.0,1.2184530037484596e-06,0.0,0.0,0.009557393054777425,True,True,0.0005058641999791114,0.013627653822090191,0.015070609772244071,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_sto3g,NH3,NH3,basis,current_m3,two_term,0.00015936001019904,1.2,53256,0.89483776712056,-3.240181426547184e-05,-3.234329541160911e-05,5.85188538627319e-08,562528774.0322038,562269607.0463763,3.240181426547184e-05,3.234329541160911e-05,0.00012695819593356818,0.00012695819593356818,0.0,0.00015930149134517728,0.999632788340126,5.8518853862725125e-08,0.0,0.0,True,True,conservative_pf_error,562269607.0463763,1.0004609300993323,0.0,0.0004609300993323462,0.0,5.85188538627319e-08,0.0,0.0,0.00046093009933234706,True,True,0.0,0.0,0.000853922249470825,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_631g,NH3,NH3,basis,two_term_center,original_one_term,0.00015936001019904,1.2,49728,1.289635804500467,-3.187200203980801e-05,-3.128271170453086e-05,5.892903352771456e-07,362949181.13048744,361279233.00423056,3.187200203980801e-05,3.128271170453086e-05,0.000127488008159232,0.000127488008159232,0.0,0.00015877071986376286,0.9963021442171024,5.892903352771456e-07,0.0,0.0,True,True,conservative_pf_error,361279233.00423056,1.004622319728622,0.0,0.004622319728621926,0.0,5.892903352771456e-07,0.0,0.0,0.0046223197286220105,True,True,0.00011551901963646749,0.006127225653843937,0.0070266079068884695,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
five_condition_holdout,NH3_631g,NH3,NH3,basis,two_term_center,refit_one_term,0.00015936001019904,1.2,49728,1.2898614435365363,-3.1872002039808e-05,-3.1304374090811575e-05,5.676279489964271e-07,362885689.42462796,361277138.1271735,3.1872002039808e-05,3.1304374090811575e-05,0.000127488008159232,0.000127488008159232,0.0,0.00015879238225004357,0.9964380778572525,5.676279489964407e-07,0.0,0.0,True,True,conservative_pf_error,361277138.1271735,1.0044524026784343,0.0,0.004452402678434275,0.0,5.676279489964271e-07,0.0,0.0,0.004452402678434219,True,True,0.00010971985139263118,0.005953334316462944,0.006816668113000969,artifacts/m3_one_two_term_model_comparison_server2_20260910_92df2db_cpu/summary.json
