system_id,formula_id,state_id,requested_grouped_term_count,selected_grouped_term_count,selected_fraction,approximate_expectation_real_hartree,full_expectation_real_hartree,expectation_relative_error,action_relative_error,expectation_sign_matches_full,selected_importance_score_fraction,selected_actual_absolute_contribution_fraction,dropped_signed_expectation_real_hartree,selected_linear_combination_action_count,selected_equivalent_fragment_action_count,analytic_time_from_truncated_expectation,analytic_cost_from_truncated_expectation,accuracy_worsened_from_previous_count
H4,current_m3,exact,25,25,0.05482456140350877,-1.0663722306150634e-05,-1.2874212807821153e-05,0.17169908053155952,0.08738602807316205,True,0.9119267055166165,0.9010673757077869,-2.2104905016705193e-06,1042,6516,1.314846726173469,15248122.918743156,True
H4,current_m3,exact,50,50,0.10964912280701754,-1.1670205070133036e-05,-1.2874212807821153e-05,0.09352088206563403,0.03344166886482387,True,0.9590899788443311,0.922655599858614,-1.2040077376881171e-06,2102,11984,1.2855314745491848,15595841.017452274,False
H4,current_m3,exact,100,100,0.21929824561403508,-1.2619189391029693e-05,-1.2874212807821153e-05,0.019808855158626258,0.02475073719979313,True,0.9872659255134367,0.9698360514025147,-2.550234167914603e-07,3970,20002,1.2606498356716271,15903658.52014628,False
H4,current_m3,exact,200,200,0.43859649122807015,-1.2817413341944205e-05,-1.2874212807821153e-05,0.0044118787474479665,0.0024443363286339834,True,0.9979574621332923,0.9901808642726787,-5.679946587694856e-08,7904,33626,1.255747258410169,15965748.175618494,False
H4,current_m3,exact,300,300,0.6578947368421053,-1.282017802728875e-05,-1.2874212807821153e-05,0.004197132775339646,0.0008937794670948976,True,0.9997208836243119,0.9958093135602097,-5.403478053240361e-08,11892,43530,1.255679552118827,15966609.049394486,False
H4,current_m3,exact,400,400,0.8771929824561403,-1.2885106612786238e-05,-1.2874212807821153e-05,0.0008461725099390961,0.0002803045280616553,True,0.9999832128137585,0.9992739375711933,1.0893804965084083e-08,15916,51836,1.2540946988560138,15986786.73810578,False
H4,current_m3,exact,456,456,1.0,-1.2874212807821179e-05,-1.2874212807821153e-05,1.9737896830625404e-15,9.158096733944616e-16,True,0.9999999999999994,0.9999999999999999,2.541098841762901e-20,18384,55216,1.254359909830262,15983406.630648036,False
H4,current_m3,hf,1,1,0.0021929824561403508,-4.090006485022919e-06,-4.9497215119792494e-05,0.9173689575236842,0.8385016861932784,True,0.3558766474487759,0.04095900754417661,-4.540720863476958e-05,46,382,1.67078795992652,11999694.14484039,False
H4,current_m3,hf,5,5,0.010964912280701754,-1.2673864524573148e-05,-4.9497215119792494e-05,0.7439479272944945,0.2869508470465313,True,0.6381837846684757,0.4865472685139495,-3.682335059521934e-05,212,1626,1.2592880177165306,15920857.038213443,False
H4,current_m3,hf,10,10,0.021929824561403508,-4.998716708629545e-05,-4.9497215119792494e-05,0.009898576421262916,0.08021459564726822,True,0.797355492719611,0.9046679707212636,4.899519665029563e-07,442,3064,0.893588775583031,22436432.784105808,False
H4,current_m3,hf,25,25,0.05482456140350877,-4.660647613990968e-05,-4.9497215119792494e-05,0.05840205298190387,0.07642689763216709,True,0.9119267055166165,0.9438580620729083,-2.8907389798828143e-06,1042,6516,0.9093703066040881,22047063.06594721,True
H4,current_m3,hf,50,50,0.10964912280701754,-4.828771661833269e-05,-4.9497215119792494e-05,0.024435687917645336,0.03310600046397357,True,0.9590899788443311,0.967455514112081,-1.2094985014598055e-06,2102,11984,0.9013493892327435,22243255.21212852,False
H4,current_m3,hf,100,100,0.21929824561403508,-4.944664269076315e-05,-4.9497215119792494e-05,0.0010217227152466664,0.023488565928985284,True,0.9872659255134367,0.9881028706720631,-5.0572429029342736e-08,3970,20002,0.8960208874986487,22375532.51238277,False
