condition,state_id,direction_id,source_state_method,source_state_exact_overlap_probability,target_energy_error_hartree,direction_excitation_energy_hartree,excited_weight,phase_index,relative_phase_radians,normalization,energy_error_hartree,energy_variance_hartree2,hamiltonian_residual_2_norm,exact_ground_overlap_probability
CO_active_eq_sto3g,rhf_orthogonal_component__de0.005__phase3,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.005,1.7060003326109792,0.0029308317849784118,3,4.71238898038469,1.0,0.004999999999999893,0.01091814149079795,0.10448991095219648,0.9970691682150216
CO_active_eq_sto3g,rhf_orthogonal_component__de0.01__phase0,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.01,1.7060003326109792,0.0058616635699568235,0,0.0,1.0000000000000002,0.009999999999997122,0.021786282981558713,0.14760177160711424,0.9941383364300437
CO_active_eq_sto3g,rhf_orthogonal_component__de0.01__phase1,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.01,1.7060003326109792,0.0058616635699568235,1,1.5707963267948966,1.0000000000000002,0.00999999999999801,0.021786282981558713,0.14760177160711424,0.9941383364300437
CO_active_eq_sto3g,rhf_orthogonal_component__de0.01__phase2,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.01,1.7060003326109792,0.0058616635699568235,2,3.141592653589793,1.0,0.009999999999999787,0.02178628298158003,0.14760177160718643,0.9941383364300435
CO_active_eq_sto3g,rhf_orthogonal_component__de0.01__phase3,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.01,1.7060003326109792,0.0058616635699568235,3,4.71238898038469,1.0000000000000002,0.00999999999999801,0.021786282981558713,0.14760177160711424,0.9941383364300437
CO_active_eq_sto3g,rhf_orthogonal_component__de0.05__phase0,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.05,1.7060003326109792,0.02930831784978412,0,0.0,1.0,0.049999999999998934,0.1069314149078906,0.32700369249886246,0.9706916821502161
CO_active_eq_sto3g,rhf_orthogonal_component__de0.05__phase1,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.05,1.7060003326109792,0.02930831784978412,1,1.5707963267948966,1.0000000000000002,0.04999999999999716,0.10693141490786928,0.3270036924988299,0.9706916821502163
CO_active_eq_sto3g,rhf_orthogonal_component__de0.05__phase2,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.05,1.7060003326109792,0.02930831784978412,2,3.141592653589793,1.0,0.049999999999998934,0.10693141490787639,0.32700369249884076,0.9706916821502158
CO_active_eq_sto3g,rhf_orthogonal_component__de0.05__phase3,rhf_orthogonal_component,rhf_determinant,0.9188449291901134,0.05,1.7060003326109792,0.02930831784978412,3,4.71238898038469,1.0000000000000002,0.04999999999999716,0.10693141490786928,0.3270036924988299,0.9706916821502163
CO_active_stretch150_sto3g,cisd_orthogonal_component__de0.001__phase0,cisd_orthogonal_component,cisd,0.9345056707308853,0.001,0.8439805764237542,0.0011848613912862256,0,0.0,1.0,0.0009999999999994458,0.0018966971806833044,0.04355108702068531,0.9988151386087141
CO_active_stretch150_sto3g,cisd_orthogonal_component__de0.001__phase1,cisd_orthogonal_component,cisd,0.9345056707308853,0.001,0.8439805764237542,0.0011848613912862256,1,1.5707963267948966,1.0,0.0009999999999994458,0.0018966971806797517,0.04355108702064452,0.9988151386087141
CO_active_stretch150_sto3g,cisd_orthogonal_component__de0.001__phase2,cisd_orthogonal_component,cisd,0.9345056707308853,0.001,0.8439805764237542,0.0011848613912862256,2,3.141592653589793,1.0,0.0009999999999994458,0.0018966971806868571,0.0435510870207261,0.9988151386087145
